slug,title,published_at,category,priority,content_type,source_count,path
20260516-dae140,"미 육군, 다영역사령부-태평양 설립 추진…작전실험 성공 바탕",2026-05-16T00:36:12.856149+00:00,operations,P2,wire,1,articles/2026-05/20260516-dae140/
20260516-41f4be,"미 공군 항공기 3/4, 예상보다 긴 정비 기간 소요",2026-05-16T00:36:46.844653+00:00,weapons,P3,wire,1,articles/2026-05/20260516-41f4be/
20260516-d8bb66,"미 7사단과 1st MDTF 통합, 다영역사령부-태평양 창설",2026-05-16T06:34:24.136239+00:00,operations,P2,wire,1,articles/2026-05/20260516-d8bb66/
20260516-989779,"미 하원군사위원장, 유럽 배치 취소에 국방부 압박",2026-05-16T06:35:04.722585+00:00,alliance,P2,wire,1,articles/2026-05/20260516-989779/
20260516-bcd551,미군 폴란드 배치 취소로 육군 지도부 의회 질문 받아,2026-05-16T06:35:49.407411+00:00,operations,P2,wire,1,articles/2026-05/20260516-bcd551/
20260516-f3f3aa,우크라이나-러시아 전선 24시간 263건 교전 발생,2026-05-16T06:36:35.946735+00:00,operations,P3,wire,1,articles/2026-05/20260516-f3f3aa/
20260516-eb8620,"드론 시대 '저비용 살상' 확산 속 미군, 차세대 무기 모색",2026-05-16T08:09:29.271094+00:00,weapons,P3,wire,1,articles/2026-05/20260516-eb8620/
20260516-d93c03,"쉴드AI, 대만 썬더타이거와 해상 자율운영 기술 협력",2026-05-16T08:11:07.085216+00:00,tech,P2,wire,1,articles/2026-05/20260516-d93c03/
20260516-45f732,러시아 드론 공격으로 우크라이나 하르키우 3명 부상,2026-05-16T08:11:51.180705+00:00,threats,P2,wire,1,articles/2026-05/20260516-45f732/
20260516-fcb487,"B.E. Meyers, SOF Week 2026서 고출력 레이저 조준기 VSLAP-V1 공개",2026-05-16T09:34:03.364398+00:00,weapons,P2,wire,1,articles/2026-05/20260516-fcb487/
20260516-3fd74e,"폴란드, 자체 레이더 위성 정찰 체계 운영 개시",2026-05-16T09:34:46.549874+00:00,weapons,P2,wire,1,articles/2026-05/20260516-3fd74e/
20260516-5603b1,"인도 해군 기뢰전 사업, L&T-Exail 연합으로 추진",2026-05-16T09:36:29.573124+00:00,industry,P3,wire,1,articles/2026-05/20260516-5603b1/
20260516-26fb1d,"온다스, 모듈식 지상 무인로봇 시스템 '아이언웨이브' 공개",2026-05-16T11:09:57.024807+00:00,weapons,P3,wire,1,articles/2026-05/20260516-26fb1d/
20260516-b09b3b,"러시아군, 남부 전선에서 가스관을 돌격부대 수송로로 활용",2026-05-16T11:11:25.059574+00:00,operations,P2,wire,1,articles/2026-05/20260516-b09b3b/
20260516-e93a09,"록히드마틴, 패트리엇 사각지대 해소 업그레이드에 6,100만 달러 계약",2026-05-16T12:33:33.162916+00:00,weapons,P2,wire,1,articles/2026-05/20260516-e93a09/
20260516-337a24,"미 육군, 스트라이커 A1 장갑차 50대 추가 구매",2026-05-16T12:34:21.329229+00:00,weapons,P2,wire,1,articles/2026-05/20260516-337a24/
20260516-ab2f6e,"BlackSea Technologies, 북극 NATO 훈련서 GARC 무인정 시연",2026-05-16T12:35:42.330606+00:00,operations,P3,wire,1,articles/2026-05/20260516-ab2f6e/
20260516-95e585,"미 국방부, 독일 장거리미사일 부대 배치 취소",2026-05-16T12:36:28.768931+00:00,operations,P2,wire,1,articles/2026-05/20260516-95e585/
20260516-55aff4,"터키, HÜRJET 함재기 개발 착수",2026-05-16T15:34:16.055678+00:00,weapons,P3,wire,1,articles/2026-05/20260516-55aff4/
20260516-d657c4,"해군 특수전 저격수, 미래 전장에서도 핵심 역할 지속",2026-05-16T15:35:00.308681+00:00,doctrine,P3,wire,1,articles/2026-05/20260516-d657c4/
20260516-c63404,"이스라엘, 가자지구 하마스 군사부 지도자 공습으로 사살",2026-05-16T15:36:32.265867+00:00,threats,P2,wire,1,articles/2026-05/20260516-c63404/
20260516-5c5adf,"러시아 해킹 집단, 카주아르 백도어를 P2P 봇넷으로 진화",2026-05-16T15:37:08.753574+00:00,threats,P2,wire,1,articles/2026-05/20260516-5c5adf/
20260516-24accf,"전작권 전환 추진 속도 내는 한국, 브런슨 주한미군사령관 재차 유보 입장",2026-05-16T21:33:01.279464+00:00,alliance,P3,wire,1,articles/2026-05/20260516-24accf/
20260516-e035c9,"USS 제럴드 R 포드 항모전단, 이란 작전 공로로 대통령 표창 수상",2026-05-16T21:34:23.998991+00:00,operations,P3,wire,1,articles/2026-05/20260516-e035c9/
20260517-040f0d,헤즈볼라 광섬유 드론 공격 영상 분석…이스라엘 대상 전술 진화 확인,2026-05-17T00:32:27.004183+00:00,threats,P2,wire,1,articles/2026-05/20260517-040f0d/
20260517-0cf9ff,"우크라이나, 벨라루스 영공 통과 샤헤드 드론 전수 추적",2026-05-17T00:33:16.478427+00:00,operations,P2,wire,1,articles/2026-05/20260517-0cf9ff/
20260517-9a075b,"미국·나이지리아군, ISIS 제2인자 격살",2026-05-17T03:32:30.206914+00:00,operations,P2,wire,1,articles/2026-05/20260517-9a075b/
20260517-386b7f,"러시아 드론 공격으로 드니프로 화재 발생, 1명 부상",2026-05-17T03:33:15.40699+00:00,threats,P2,wire,1,articles/2026-05/20260517-386b7f/
20260517-9e7468,"우크라이나군, 24시간 234건 전투 교전 기록…포크로우스크·훌리아이폴레 격전",2026-05-17T06:32:43.608255+00:00,operations,P2,wire,1,articles/2026-05/20260517-9e7468/
20260517-b6abec,"미국 방위산업체, 360도 회전식 대드론 시스템 개발",2026-05-17T09:33:02.188748+00:00,weapons,P2,wire,1,articles/2026-05/20260517-b6abec/
20260517-a7386d,"인도네시아 해군, 가리발디함 인수 앞두고 항모 운영 준비 착수",2026-05-17T09:33:55.044854+00:00,operations,P2,wire,1,articles/2026-05/20260517-a7386d/
20260517-a44d4b,"중국, 대만 전쟁 대비 미사일 증강 가속화",2026-05-17T09:34:26.932626+00:00,threats,P2,wire,1,articles/2026-05/20260517-a44d4b/
20260517-6b5ec3,"광주 광융합 기술, 국방 광반도체 사업 추진",2026-05-17T10:08:50.745363+00:00,industry,P3,wire,1,articles/2026-05/20260517-6b5ec3/
20260517-5bba8c,"영국 드론 제조사, 아파치 윙맨 사업 입찰 위해 CAPSTONE에 헬파이어 탑재 시험",2026-05-17T10:09:31.92492+00:00,weapons,P2,wire,1,articles/2026-05/20260517-5bba8c/
20260517-63cee2,"호주 해군, 미국산 트랜스윙 수직이착륙 드론 도입",2026-05-17T10:10:02.153572+00:00,weapons,P3,wire,1,articles/2026-05/20260517-63cee2/
20260517-d2d0ba,"한미, 드론·대드론 협력 협력의향서 체결",2026-05-17T12:33:19.306894+00:00,alliance,P2,wire,1,articles/2026-05/20260517-d2d0ba/
20260517-f528e4,"우크라이나, 카스피해서 러시아 해군함정 공격",2026-05-17T12:34:17.122181+00:00,operations,P2,wire,1,articles/2026-05/20260517-f528e4/
20260517-7cb84a,"한화에어로스페이스·밀렘 로보틱스, 루마니아 무인지상차량 사업 공동 추진",2026-05-17T12:35:03.118744+00:00,industry,P3,wire,1,articles/2026-05/20260517-7cb84a/
20260517-1f57f9,"드론, UAE 바라카 원전 공격…이란 전쟁 휴전 긴장 고조",2026-05-17T12:35:47.750369+00:00,threats,P2,wire,1,articles/2026-05/20260517-1f57f9/
20260517-feec5b,"육군지작사, 합동 공중재보급훈련 실시…개조낙하산·안전통제관 투입",2026-05-17T15:34:17.914831+00:00,operations,P3,wire,1,articles/2026-05/20260517-feec5b/
20260517-a5d8b0,"미 국방부 OSD-CAPE, 한국 함정 건조 능력 현장 실사",2026-05-17T15:35:10.577217+00:00,alliance,P2,wire,1,articles/2026-05/20260517-a5d8b0/
20260517-02cc95,"러시아, Su-57 스텔스 전투기 2인승 변형 개발 중",2026-05-17T15:35:47.601169+00:00,weapons,P3,wire,1,articles/2026-05/20260517-02cc95/
20260517-a1bb83,"미 7사단과 1st MDTF 통합, 다영역사령부-태평양 창설",2026-05-17T15:36:22.572675+00:00,operations,P2,wire,1,articles/2026-05/20260517-a1bb83/
20260517-2d391c,"미 의회, 국방부의 민간인피해 감소 프로그램 축소에 반발",2026-05-17T15:36:51.892488+00:00,defense_policy,P3,wire,1,articles/2026-05/20260517-2d391c/
20260517-090e06,"71세 빌리 와우, 오사마 빈라덴 추적 작전의 전설적 특수전 요원",2026-05-17T15:37:27.086396+00:00,history,P3,wire,1,articles/2026-05/20260517-090e06/
20260517-6ceeca,"우크라이나, 디지털 기술로 러시아의 물량 우위 상쇄",2026-05-17T15:38:11.058095+00:00,operations,P3,wire,1,articles/2026-05/20260517-6ceeca/
20260517-5a11ac,"우크라이나 드론, 모스크바 기록적 공습…3명 사망, 정유소 타격",2026-05-17T15:38:43.794877+00:00,operations,P2,wire,1,articles/2026-05/20260517-5a11ac/
20260517-114482,"DSIT Solutions, CNE 2026에서 수중영역인식 신개념 공개",2026-05-17T18:33:16.570894+00:00,weapons,P3,wire,1,articles/2026-05/20260517-114482/
20260517-b7546a,"미국, 자율무인 수상함 생산 2배 확대",2026-05-17T18:34:06.40683+00:00,weapons,P2,wire,1,articles/2026-05/20260517-b7546a/
20260517-4a35e1,"트럼프, 대만 무기거래·주한미군 주둔비 협상 테이블에 올려",2026-05-17T21:33:44.016525+00:00,alliance,P2,wire,1,articles/2026-05/20260517-4a35e1/
20260517-97e8ef,"러시아, 돈바스 요새지대서 소모전 전개…역사적 공세 패턴 반복",2026-05-17T21:34:58.706252+00:00,operations,P3,wire,1,articles/2026-05/20260517-97e8ef/
20260517-f03712,"PROOF Research, 신형 소총 총열 단축 구성 공개",2026-05-17T21:35:30.704212+00:00,weapons,P3,wire,1,articles/2026-05/20260517-f03712/
20260517-5fd80f,"이스라엘, 레바논 휴전 연장 후 공습으로 5명 이상 사망",2026-05-17T21:36:06.441317+00:00,operations,P2,wire,1,articles/2026-05/20260517-5fd80f/
20260517-dd85d8,이스라엘 공습으로 레바논 7명 사망…헤즈볼라 미중재 회담 비판,2026-05-17T23:39:51.642662+00:00,threats,P2,wire,1,articles/2026-05/20260517-dd85d8/
20260518-191474,"북한, 병력 부족으로 초모생 시력 기준 완화",2026-05-18T00:33:10.319459+00:00,threats,P3,wire,1,articles/2026-05/20260518-191474/
20260518-97dbe8,"김정은, 군부에 남북 국경 '난공불락 요새화' 지시",2026-05-18T00:33:57.318483+00:00,threats,P3,wire,1,articles/2026-05/20260518-97dbe8/
20260518-5e381b,"러시아, 드니프로 미사일 공격…9명 부상",2026-05-18T03:33:00.832853+00:00,threats,P3,wire,1,articles/2026-05/20260518-5e381b/
20260518-9f609b,"이탈리아, 중동 해역 기뢰제거함 전개",2026-05-18T06:09:53.213835+00:00,operations,P3,wire,1,articles/2026-05/20260518-9f609b/
20260518-672d4e,"러시아군, 드니프로페트로우스크 지역 공격으로 26명 부상",2026-05-18T06:10:36.368102+00:00,operations,P2,wire,1,articles/2026-05/20260518-672d4e/
20260518-e0d49a,"대만, 2026년 미국산 M1A2 에이브럼스 전차 108대 도입 완료",2026-05-18T06:33:18.964863+00:00,weapons,P3,wire,1,articles/2026-05/20260518-e0d49a/
20260518-82fa1f,"일본, 우주 군사력 대폭 확충 계획 공개",2026-05-18T09:34:02.212857+00:00,defense_policy,P2,wire,1,articles/2026-05/20260518-82fa1f/
20260518-7ef554,"미국 ITAR 규제, 동맹국 방위력 약화시킨다",2026-05-18T09:34:43.925149+00:00,defense_policy,P3,wire,1,articles/2026-05/20260518-7ef554/
20260518-3fdefe,"미군 육군항공, 드론 통합 20년 교훈 재점검",2026-05-18T09:35:18.928618+00:00,operations,P3,wire,1,articles/2026-05/20260518-3fdefe/
20260518-ad5bf0,"북한 관계자, 러시아 극동 드론 조종사 훈련시설 방문",2026-05-18T09:35:58.113114+00:00,operations,P2,wire,1,articles/2026-05/20260518-ad5bf0/
20260518-42bfc9,"우크라이나, 자체 개발 유도폭탄 전투 운용 선언",2026-05-18T10:09:37.82321+00:00,weapons,P2,wire,1,articles/2026-05/20260518-42bfc9/
20260518-23e87e,"이스라엘군, 키프로스 인근 가자 지원 선단 승선 작전 실시",2026-05-18T10:10:21.298146+00:00,operations,P2,wire,1,articles/2026-05/20260518-23e87e/
20260518-bba4e8,"미군 화학발광등 번들 시스템 현대화, 기존 방식 대체",2026-05-18T10:10:56.713212+00:00,weapons,P2,wire,1,articles/2026-05/20260518-bba4e8/
20260518-d744bc,"델타포스 톰 페인 상사관, 호지자 감옥 습격 작전으로 명예훈장 수훈",2026-05-18T12:34:26.912831+00:00,operations,P3,wire,1,articles/2026-05/20260518-d744bc/
20260518-3d9bbd,"미 공군, F-22·F-35 스텔스 전투기 전술 정밀화",2026-05-18T12:35:17.864+00:00,operations,P2,wire,1,articles/2026-05/20260518-3d9bbd/
20260518-9b2756,"USS 제럴드 R 포드 항모전단, 326일 장기 배치 후 대통령 표창 수상",2026-05-18T12:36:10.858728+00:00,operations,P3,wire,1,articles/2026-05/20260518-9b2756/
20260518-55b3eb,"이란, 호르무즈 해협 통과선박 보험 제안…비트코인 기반",2026-05-18T12:36:56.289504+00:00,geopolitics,P3,wire,1,articles/2026-05/20260518-55b3eb/
20260518-99d069,"미국·나이지리아, 이슬람국가 격퇴 작전 강화…20명 이상 사살",2026-05-18T12:37:29.605415+00:00,operations,P3,wire,1,articles/2026-05/20260518-99d069/
20260518-dda481,"체코-우크라이나 드론 기업, 미 육군 정찰무인기 계약 체결",2026-05-18T13:40:01.404743+00:00,industry,P2,wire,1,articles/2026-05/20260518-dda481/
20260518-0c3c39,"미시간대 전직 연구원, 중국 군용드론 관계 은폐 혐의",2026-05-18T13:40:48.999996+00:00,threats,P2,wire,1,articles/2026-05/20260518-0c3c39/
20260518-4676cd,"""회색지대"" 용어 사용 중단 촉구…중국에 전략적 이득 제공",2026-05-18T13:41:23.682994+00:00,doctrine,P3,wire,1,articles/2026-05/20260518-4676cd/
20260518-af746d,"B.E. Meyers, VSLAP-V1 근적외선 표적지시기 공개",2026-05-18T13:41:57.986402+00:00,weapons,P2,wire,1,articles/2026-05/20260518-af746d/
20260518-966ca6,"미 해군 EA-18G 그로울러 전투기 2대 공중충돌, 승무원 안전 탈출",2026-05-18T15:34:29.265525+00:00,operations,P2,wire,1,articles/2026-05/20260518-966ca6/
20260518-bd7745,IS 자체제작 무반동총 프로그램 분석…화학무기 탑재 능력 확인,2026-05-18T15:35:20.428452+00:00,threats,P3,wire,1,articles/2026-05/20260518-bd7745/
20260518-316a34,베트남전 라오스 정글서 MACV-SOG 정찰팀 포위 교전,2026-05-18T15:36:18.408895+00:00,history,P3,wire,1,articles/2026-05/20260518-316a34/
20260518-714e6b,"러시아, 벨라루스에 전술핵무기 배치…우크라이나 '국제질서 위협' 성명",2026-05-18T15:36:59.44987+00:00,threats,P2,wire,1,articles/2026-05/20260518-714e6b/
20260518-22eb36,"미 국방부, 소형 드론 '살상력 챌린지' 우승사 5개사 선정",2026-05-18T18:34:58.042976+00:00,weapons,P2,wire,1,articles/2026-05/20260518-22eb36/
20260518-f999e8,인도태평양 안보 구조 변화: 허브-스포크에서 연합 보안망으로,2026-05-18T18:35:58.630316+00:00,geopolitics,P3,wire,1,articles/2026-05/20260518-f999e8/
20260518-5709b0,"미 육군, 100만 달러 이하 저가 패트리엇 요격미사일 개발 추진",2026-05-18T18:36:41.956743+00:00,weapons,P2,wire,1,articles/2026-05/20260518-5709b0/
20260518-37d1b9,러시아 Su-57 전투기 2인승 변형 등장,2026-05-18T18:37:17.495318+00:00,weapons,P3,wire,1,articles/2026-05/20260518-37d1b9/
20260518-56c7cc,벨라루스가 우크라이나 공격 준비하면 선제공격 받을 것 – 우크라이나 군사전문가,2026-05-18T18:37:59.227029+00:00,threats,P3,wire,1,articles/2026-05/20260518-56c7cc/
20260518-a02bbc,"이란, 연료탱크 시스템 해킹으로 사이버 공격 범위 확대",2026-05-18T18:38:42.677483+00:00,threats,P2,wire,1,articles/2026-05/20260518-a02bbc/
20260518-85acf7,기고: 일본 방산 개방의 의미와 한국에 주는 시사점,2026-05-18T21:11:40.079764+00:00,defense_policy,P3,wire,1,articles/2026-05/20260518-85acf7/
20260518-87149e,미 육군 차세대 지휘통제 체계 실험에 특수전사령부 참여,2026-05-18T21:12:33.501211+00:00,operations,P2,wire,1,articles/2026-05/20260518-87149e/
20260518-f26499,"미군, 음향으로 드론 식별하는 훈련 도입",2026-05-18T21:13:29.88287+00:00,doctrine,P3,wire,1,articles/2026-05/20260518-f26499/
20260518-2eb391,미 해군 E/A-18G 그로울러 공중충돌 후 4명 전원 생존 탈출,2026-05-18T21:14:08.446728+00:00,operations,P3,wire,1,articles/2026-05/20260518-2eb391/
20260518-1f82fa,"미 특수작전사령부, 신기술 도입 속도 강조",2026-05-18T21:14:47.434622+00:00,weapons,P2,wire,1,articles/2026-05/20260518-1f82fa/
20260518-836a0b,"미국의 정밀유도탄 소비 속도 가파르다…중국, 이란 전쟁 주시",2026-05-18T21:15:24.053367+00:00,weapons,P2,wire,1,articles/2026-05/20260518-836a0b/
20260518-77d9cd,"MOHOC, NDAA 준수 드론 카메라 'Optac' 출시",2026-05-18T21:16:09.295891+00:00,weapons,P2,wire,1,articles/2026-05/20260518-77d9cd/
20260518-91a475,"우크라이나 전선 203건 교전, 포크롭스크 방향 최격전",2026-05-18T21:16:47.143882+00:00,operations,P2,wire,1,articles/2026-05/20260518-91a475/
20260518-edada5,"미국 CISA, AWS GovCloud 접근 자격증명 GitHub에 노출",2026-05-18T21:17:24.390302+00:00,threats,P1,wire,1,articles/2026-05/20260518-edada5/
20260518-73e3ac,"동남아, 저가 드론·타격미사일로 중국 억제 전략 전환 필요",2026-05-18T21:18:08.737873+00:00,doctrine,P3,wire,1,articles/2026-05/20260518-73e3ac/
20260518-b02cbd,"미군 신형 공대공미사일 JATM, 실전 테스트 중 처음 공개",2026-05-18T21:33:41.749685+00:00,weapons,P2,wire,1,articles/2026-05/20260518-b02cbd/
20260518-46c7a6,OpenClaw AI 에이전트 프레임워크 '클로우 체인' 취약점 발견,2026-05-18T22:09:45.686794+00:00,tech,P3,wire,1,articles/2026-05/20260518-46c7a6/
20260518-449f54,"백악관 ""트럼프-시진핑, 북한 비핵화 공동 목표 확인""",2026-05-18T23:09:48.540815+00:00,geopolitics,P3,wire,1,articles/2026-05/20260518-449f54/
20260518-ef107f,"아프리카 ISIS 지도자 격살, 미군 감축 우려 제기",2026-05-18T23:10:32.803426+00:00,operations,P2,wire,1,articles/2026-05/20260518-ef107f/
20260519-c0d89a,"미 우주군, 노스럽그루먼에 398억 달러 규모 위성통신 프로토타입 개발 계약",2026-05-19T01:10:19.139563+00:00,weapons,P2,wire,1,articles/2026-05/20260519-c0d89a/
20260519-5a75cc,"트럼프, 걸프만 국가들 요청으로 이란 공격 연기",2026-05-19T06:34:49.503372+00:00,geopolitics,P2,wire,1,articles/2026-05/20260519-5a75cc/
20260519-cbe9bc,"미 해병대 다윈 순환배치군, 특수목적 MAGTF 인증 획득",2026-05-19T06:35:33.826194+00:00,operations,P3,wire,1,articles/2026-05/20260519-cbe9bc/
20260519-179de6,"미 육군 1특수전군, 3D 프린팅 심포지엄 개최…전장 문제 해결 기술 공유",2026-05-19T06:36:11.664964+00:00,opinion,P3,wire,1,articles/2026-05/20260519-179de6/
20260519-2fb3b8,"우크라이나 방공군, 러시아 드론 209기 중 180기 격추",2026-05-19T06:36:49.001136+00:00,operations,P2,wire,1,articles/2026-05/20260519-2fb3b8/
20260519-1d619e,"우크라이나군, 하루 236건 교전 기록…포크롭스크 지역서 40건 격퇴",2026-05-19T06:37:24.530856+00:00,operations,P3,wire,1,articles/2026-05/20260519-1d619e/
20260519-f1f130,"미 공군, B-52 후속 초음속 폭격기 개발 검토 착수",2026-05-19T06:37:59.687829+00:00,weapons,P3,wire,1,articles/2026-05/20260519-f1f130/
20260519-c76c11,"GBU-39B 소형 정밀유도탄, MQ-9 리퍼에 실전 배치",2026-05-19T06:38:36.206133+00:00,weapons,P2,wire,1,articles/2026-05/20260519-c76c11/
20260519-a8ae2d,한반도 '속도의 역설'…AI 전장에서 오판 위험 증가,2026-05-19T08:10:57.670175+00:00,doctrine,P3,wire,1,articles/2026-05/20260519-a8ae2d/
20260519-912723,"국방부, 2029년까지 국방 반도체 국산화율 50% 달성 목표",2026-05-19T08:11:40.300912+00:00,defense_policy,P2,wire,1,articles/2026-05/20260519-912723/
20260519-ec42f7,"독일, 콩스베르그로부터 JSM 미사일 추가 구매",2026-05-19T08:12:15.929329+00:00,weapons,P2,wire,1,articles/2026-05/20260519-ec42f7/
20260519-f73085,"러시아 군용기, 원산 도착…한 달간 3번째 방문",2026-05-19T08:12:56.37972+00:00,geopolitics,P2,wire,1,articles/2026-05/20260519-f73085/
20260519-58c0f1,"러시아군, 우크라이나 드니프로페트로우스크주 나프토가즈 시설 탄도미사일 공격",2026-05-19T08:13:31.006018+00:00,operations,P3,wire,1,articles/2026-05/20260519-58c0f1/
20260519-46bf39,"미군 헬기, 이란 소형 선박 6척 격침",2026-05-19T09:11:12.794516+00:00,geopolitics,P2,original,2,articles/2026-05/20260519-46bf39/
20260519-1f0c6c,"러시아, 아프리카 모병망 확대…케냐인들 우크라이나 전쟁으로 유인",2026-05-19T09:12:08.443285+00:00,geopolitics,P2,wire,1,articles/2026-05/20260519-1f0c6c/
20260519-5b9a44,우크라이나 드론 공격으로 김정은 모스크바 방문 가능성 축소,2026-05-19T09:12:52.086405+00:00,geopolitics,P2,wire,1,articles/2026-05/20260519-5b9a44/
20260519-d96147,"일본, 필리핀에 함정 이전 추진…인도태평양 안보역할 확대",2026-05-19T09:13:55.65081+00:00,geopolitics,P2,wire,1,articles/2026-05/20260519-d96147/
20260519-4c9d14,"우크라이나, 북한 국민 학생 허가증 발급 규정 도입",2026-05-19T09:14:31.35304+00:00,geopolitics,P2,wire,1,articles/2026-05/20260519-4c9d14/
20260519-34ed21,"우크라이나, 카스피해 러 미사일 함정 타격",2026-05-19T09:15:08.365383+00:00,operations,P2,original,2,articles/2026-05/20260519-34ed21/
20260519-ebad59,"우크라이나 전쟁, 승리의 날 휴전 선언 직후 붕괴",2026-05-19T09:15:56.128359+00:00,operations,P2,wire,1,articles/2026-05/20260519-ebad59/
20260519-d3a784,"중국, 글로벌 AI 경쟁에서 우위 확보…미국 모델 가격 장벽",2026-05-19T09:16:35.270683+00:00,tech,P2,wire,1,articles/2026-05/20260519-d3a784/
20260519-830683,"푸틴, 쿠르스크 전투 지휘 북한 장군들에 훈장 수여",2026-05-19T09:17:58.175719+00:00,geopolitics,P2,wire,1,articles/2026-05/20260519-830683/
20260519-92e76b,"인도, 다탄두 아그니 미사일 시험발사 성공",2026-05-19T09:18:33.872979+00:00,weapons,P2,wire,1,articles/2026-05/20260519-92e76b/
20260519-1dd733,나무호 피격 와중 한미 국방장관 회담...호르무즈 해협 안보 논의,2026-05-19T09:19:18.065101+00:00,alliance,P2,wire,1,articles/2026-05/20260519-1dd733/
20260519-9b91d1,"미 항모 2척 포함 20척 함정, 이란 해상봉쇄 작전 전개",2026-05-19T09:20:11.752579+00:00,operations,P2,wire,1,articles/2026-05/20260519-9b91d1/
20260519-6bc500,"중국의 말라카 해협 딜레마, 호르무즈 이후",2026-05-19T09:21:02.858064+00:00,geopolitics,P3,wire,1,articles/2026-05/20260519-6bc500/
20260519-9e7dac,"필리핀 퇴역함 격침한 일본, 발리캐탄 훈련서 미사일 능력 시연",2026-05-19T09:21:38.132293+00:00,operations,P2,wire,1,articles/2026-05/20260519-9e7dac/
20260519-ca2269,중국의 대만 점령 후 통치 계획 공개…로위 연구소 보고서,2026-05-19T09:22:14.857094+00:00,geopolitics,P3,wire,1,articles/2026-05/20260519-ca2269/
20260519-913309,"미국 방위 전문매체, 인지작전 인력 배치 지연 원인 분석",2026-05-19T09:22:50.593432+00:00,doctrine,P2,wire,1,articles/2026-05/20260519-913309/
20260519-d3797c,"이란 미사일, 2개월 전쟁 분석…6가지 핵심 교훈",2026-05-19T09:22:53.400928+00:00,threats,P2,wire,1,articles/2026-05/20260519-d3797c/
20260519-30300f,호르무즈 해협 봉쇄로 아시아 성장 서사 균열,2026-05-19T09:23:39.601009+00:00,geopolitics,P2,wire,1,articles/2026-05/20260519-30300f/
20260519-3b681a,"레바논, 해양 거부 전략으로 비대칭 해양안보 강화 모색",2026-05-19T09:24:07.549175+00:00,doctrine,P3,wire,1,articles/2026-05/20260519-3b681a/
20260519-c45b9b,중국 J-36 스텔스 전투기 공개에 미 해군 6세대 전투기 개발 가속화 압박,2026-05-19T09:24:59.476508+00:00,weapons,P3,wire,1,articles/2026-05/20260519-c45b9b/
20260519-04f005,"브런슨 주한미군사령관, 하와이서 한국군 재편 구상 언급",2026-05-19T09:25:35.453751+00:00,alliance,P3,wire,1,articles/2026-05/20260519-04f005/
20260519-a16a2f,미국의 비밀 공대공 미사일 AIM-260 공개,2026-05-19T09:26:38.525529+00:00,weapons,P2,wire,1,articles/2026-05/20260519-a16a2f/
20260519-137cb5,"미국, 쿠바의 러시아·중국 드론 활동 우려…카리브해 전략적 위협 증가",2026-05-19T09:27:43.783398+00:00,threats,P2,wire,1,articles/2026-05/20260519-137cb5/
20260519-d5cfd0,"이란·중국, 공급망 무기화로 전략적 식량 불안정 조성",2026-05-19T09:28:31.573932+00:00,geopolitics,P2,wire,1,articles/2026-05/20260519-d5cfd0/
20260519-d5d263,"미국 위성정보 제한, 국방정보국 결정…주한미군사령관이 사전 전달",2026-05-19T09:34:50.027169+00:00,alliance,P2,wire,1,articles/2026-05/20260519-d5d263/
20260519-ca930a,"미 공군 특수전사령부 MQ-9 리퍼, GBU-39B 활공폭탄 운용 승인",2026-05-19T09:35:33.549818+00:00,weapons,P2,wire,1,articles/2026-05/20260519-ca930a/
20260519-63d0bc,"한국 해병대, 차세대 상륙돌격장갑차 KAAV-II 공개",2026-05-19T09:36:04.511997+00:00,weapons,P2,wire,1,articles/2026-05/20260519-63d0bc/
20260519-857548,"CIA 고위관계자 ""고도화된 AI, 정부에 성찰의 시점 가져온다""",2026-05-19T09:36:47.08244+00:00,tech,P3,wire,1,articles/2026-05/20260519-857548/
20260519-68a9a0,"미 상원의원, F-35·F-15EX 다년도 구매 국방수권법 포함 추진",2026-05-19T09:38:02.711456+00:00,weapons,P3,wire,1,articles/2026-05/20260519-68a9a0/
20260519-bd3baf,"미 육군, 극초음속미사일 시험용 RangeHawk 드론 개발 계약 체결",2026-05-19T09:38:36.973173+00:00,weapons,P2,wire,1,articles/2026-05/20260519-bd3baf/
20260519-e58dae,"러군, 돈네츠크 지역에 하루 1,336회 공격…민간인 피해",2026-05-19T09:39:15.003929+00:00,operations,P3,wire,1,articles/2026-05/20260519-e58dae/
20260519-1cb3fb,"푸틴 베이징 방문, 미중 대화 교착 속 중국의 외교적 영향력 강화",2026-05-19T09:39:49.066186+00:00,geopolitics,P3,wire,1,articles/2026-05/20260519-1cb3fb/
20260519-17cbd2,"주한미군, 평택서 소형 드론 활용 전투훈련 실시",2026-05-19T12:11:51.376348+00:00,operations,P2,wire,1,articles/2026-05/20260519-17cbd2/
20260519-c43366,"독일, 터키에 패트리엇 배터리 배치…NATO 남동부 미군 부담 경감",2026-05-19T12:12:36.095702+00:00,alliance,P2,wire,1,articles/2026-05/20260519-c43366/
20260519-b931c8,"미 특수작전사령부, 스카이레이더 II 신속 분해 능력 실전 환경에서 시험",2026-05-19T12:13:14.21259+00:00,operations,P2,wire,1,articles/2026-05/20260519-b931c8/
20260519-6a8e16,"스웨덴, 프랑스 FDI 설계 호위함 도입 결정",2026-05-19T12:13:51.091946+00:00,weapons,P3,wire,1,articles/2026-05/20260519-6a8e16/
